요새 그래||다히||R&B||99
다른누굴 만나도... (With 트레피 (Trappy))||트레피 (Trappy)||R&B||457
다름||WE'D||R&B||825
Here I Am||파이 (Pi)||R&B||512
추억팔이 (Feat. 박경덕)||프로코루스 (ProChorus)||R&B||61
Bat Girl||Yooniq||R&B||607
More...||엠엔제이 (M.N.J)||R&B||212
Don't Let Me Down (Prod. by 리오)||다카포 (Dacapo)||R&B||642
창문||서사무엘 (Samuel Seo)||R&B||641
니가 있어 크리스마스||프리티 브라운||R&B||927
아프지말아요 (For you)||메이다니 (MAYDONI)||R&B||678
Your Eyes (Feat. 박재범)||Hoody (후디)||R&B||928
돌아서다 (Vocal. OYA)||적다||R&B||876
Smile Mother Again||Fabie (페비)||R&B||72
Christmas Dream||WILTON (윌튼)||R&B||669
사랑이라는거||보다 (BODA)||R&B||741
너니까 괜찮아 (Feat. 이지수)||신케이||R&B||719
컬러 뱀파이어 (Color Vampire) (Feat. TAQ)||YANSE(옌써)||R&B||498
그때 넌 (Feat. DONO of 420c)||웅래 (W.E)||R&B||879
FLARE (Feat. Syler)||사우스라잇 (South Light)||R&B||99
$.E.D||세우 인 윤훼이||R&B||957
괜찮아||클락 (KLARK)||R&B||635
변명하지마||박예나 (Yena)||R&B||133
I Don't Care||JINZO||R&B||948
니가 내려와||서인국 &amp; 빅스 (VIXX) &amp; 구구단 (gugudan) &amp; 박윤하 &amp; 박정아 &amp; 김규선 &amp; 김예원 &amp; 지율||R&B||237
답답해 (With 권아영)||최예본||R&B||551
Interstellar||REUM||R&B||835
SHADE (Feat. 신선영 &amp; JINZO)||최예지||R&B||385
GIRL||C.L.O.U.D||R&B||721
가끔 생각나||로맨틱시티 (Romantic City) &amp; 피아노맨 (김세정)||R&B||614
숨 (Feat. 김아일)||비니셔스 (Vinicius)||R&B||372
오해해요||METP (멧피)||R&B||178
어느새 크리스마스 (Prod. by 양다일)||양다일 &amp; 챈슬러(Chancellor) &amp; MC그리 &amp; 애즈원 &amp; 강민희(미스에스)||R&B||101
Worried (Feat. Lim &amp; A_Bull)||Cnony||R&B||155
너와 닮은 사람||본조||R&B||181
Sweet Christmas||보이스라떼||R&B||104
I'm Not The Only One||유지니||R&B||297
I Know (Feat. ELO)||Henmi||R&B||165
Sophisticated Baby||에이나 (AYNA) &amp; 9999||R&B||201
비가 내리는 밤에||빌런||R&B||770
기대 (Pequenos Regalos)||마티 (Mathi)||R&B||968
잊지말아줘 (Feat. 조하민)||박영롱||R&B||583
삘대로 (AS FEEL)||GLABINGO (글라빙고)||R&B||324
Inspiration||종현 (JONGHYUN)||R&B||793
비와요||노상현 (No Sang Hyun)||R&B||78
By Your Side (Feat. Jinbo)||Hoody (후디)||R&B||874
아직도...||제이스 최 (Jase Choi)||R&B||43
Fuckboi||Yonko||R&B||437
Morning||디올몬 (Dialmond)||R&B||151
Chill||Swim , Cloud (스윔 클라우드)||R&B||163
Young Love||DAZE (데이즈)||R&B||939
Walkin' (Feat. J.koon)||PENKO||R&B||66
Caffe||Kkal&amp;Maxx (깔앤맥스)||R&B||538
온통 너||LOOPTOP||R&B||361
Fade||우성||R&B||815
남아 (Sung By 정수철)||Popper||R&B||48
시선 (Sight) (Feat. 이수지)||Dowdy EQ (다우디 이큐)||R&B||941
Way (Feat. DION)||traila $ong||R&B||416
저 별||헤이즈 (Heize)||R&B||251
바라보던||백지웅||R&B||100
다시 겨울 (Feat. 정호 of 2MUCH)||페이지||R&B||707
Happy Birthday||축하사절단||R&B||989
화이트 카펫 (White Carpet)||버블 시스터즈 (Bubble Sisters)||R&B||132
Romantic Soul||자밀킴||R&B||372
Someday At Christmas||파이어스 (PIUS)||R&B||900
누가 그래 (Love Wishes)||정기고 (Junggigo) &amp; 매드 클라운 (Mad Clown) &amp; 유승우 &amp; 브라더수 (Brothersu) &amp; 현성 &amp; 기현 (Kihyun)||R&B||660
IF I||반광옥||R&B||202
U &amp; Me (Feat. JINBO)||SUMIN (수민)||R&B||988
You Are My||동희||R&B||972
You &amp; I (Feat. 슬라임 영)||제이멜로우 (J Mellow)||R&B||978
넌 아니야||채희 (chaehee)||R&B||31
Goodnight||하늘별 (HA NULBYUL)||R&B||165
Surrender (Feat. 린)||챈슬러 (Chancellor)||R&B||907
토닥토닥 (Feat. 하이연)||달달프로젝트||R&B||528
새벽까지도||류키로||R&B||861
I'M NOT A FOOL||EIA||R&B||463
언제 어디서 우리가 무엇을 왜 어떻게||Chocolat.D (쇼콜라디)||R&B||121
오늘도 (Feat. 김남이)||엘브로우 (L.brow)||R&B||497
No Way (Feat. 상현 of 에이션)||반미선||R&B||703
Don't You Worry 'bout Me (Feat. San E)||코스믹 걸 (Cosmic Girl)||R&B||227
밤이 낮이 될 때 까지||제이디 (JD)||R&B||981
Rollercoaster||MADDY (매디)||R&B||88
Another (Feat. Mickey Shiloh)||마인드182 (MIND182)||R&B||659
두 여자 (Feat. 허클베리피)||오윤혜 &amp; 나아람||R&B||757
When We Were Young||유지니||R&B||779
OUR NIGHTS||LIL CATS||R&B||554
Autumn Leaves (Feat. 은비)||PEBBLE||R&B||953
데칼코마니 (Decalcomanie)||Clay||R&B||308
집으로 가는 길||소향||R&B||182
Shine||S.Young||R&B||515
I Still Love You||이형근||R&B||310
Dreamer||Triple N (트리플엔)||R&B||585
Cafe (Feat. Ryo-T) (Prod. by T-rano)||Ma.aE||R&B||651
침대에서 (Feat. 릴샴)||CJ (이채정)||R&B||738
Crisis||Henmi||R&B||356
Drug||이바다||R&B||990
시간아 멈춰줘||김도연||R&B||118
Vibes||원웨이 (Oneway)||R&B||490
Love Flow (Feat. SORBAL)||KIMM CHAAN||R&B||508
Burn Me Up||빅히어로 (Bighero)||R&B||526
오늘도 (Today) (Feat. D-caf &amp; 워넛)||기리니 (Kirinee)||R&B||232
mood4luv||Sinny (시니)||R&B||147
WE CAN FREAK IN MY CAR (Feat. Sumin)||NUZ (누즈)||R&B||330
2시반 (Feat. 하나)||Grey Day||R&B||930
우리 또 봐요 (Feat. Changstarr &amp; i-shaq)||DiiP||R&B||831
Sailing||비니셔스 (Vinicius)||R&B||786
Good Night (Feat. 루이 of 긱스)||캔도||R&B||752
Hey Bae (Feat. 팔로알토)||정기고 (Junggigo)||R&B||280
Pain Does Not||빌리진 (billieJean)||R&B||894
Be Alright||션케이 (Sean.K)||R&B||48
Blind Love (Feat. U.win)||김동은 &amp; 박성은||R&B||608
미안하다||BenAddict (벤에딕트)||R&B||85
미안합니다 (Prod. by 어반자카파)||수란 (SURAN) &amp; 자밀킴||R&B||126
조금도 아름답지 않아||코다 브릿지 (CODA BRIDGE)||R&B||721
By Your Side||Noobe (누베)||R&B||893
Grind (Feat. 규영)||로키 (Loki)||R&B||583
위대한 개츠비||수혜||R&B||510
Song||네오 (Neo)||R&B||105
불면증 (Feat. 김성윤)||마링 프로젝트||R&B||825
독||Ryan||R&B||806
Mmm||초영 (Choyoung)||R&B||595
Still||Kingse||R&B||420
Something New||UNFAIR||R&B||250
Tell Me What To Do||샤이니 (SHINee)||R&B||758
Dawn||Horim||R&B||30
Dal (Feat. 투탁)||다소나||R&B||228
The Judge (Feat. Lizabett Russo)||정크야드||R&B||195
Refill (With 희대 (He there))||cott (콧)||R&B||921
Silhouette (Feat. 정민진)||이일송||R&B||900
치사해 (Narr. 정태진)||달탐사소년단||R&B||79
I Should Be||비볼드 (Be Bold)||R&B||403
똑똑 Trick or Treat (Dim Light Ver.)||반스 (BANS)||R&B||180
가만히 날||데일 (DALE)||R&B||655
울지마 울지마 울지마 (Feat. 김누리 of 빅타임)||권PD||R&B||366
문라이트 (Moon Light) (Feat. Boi.B)||설아 (Seol.A)||R&B||495
Woo Ah (Feat. 팔드로)||마일 (Maeel)||R&B||193
Photograph||offonoff (오프온오프)||R&B||78
OOPS (Feat. GEJAE)||블로윈 (BLO￦IN)||R&B||680
Rainy Day||HOOK (훅)||R&B||993
Thinking Out Loud||대독 (Dae Dok)||R&B||135
텐덤라이딩 (Tandem Riding)||Miles &amp; 일락||R&B||535
Paradise||효린||R&B||805
사랑, 그 흔한 이야기||최유리 &amp; 계김||R&B||837
외롭지 않아||아이디 (Eyedi)||R&B||781
Love Is So Hard||유니즌 (Unison)||R&B||920
기억을 지워줘요||라엘 (Ra.L)||R&B||831
LOVIEW (Feat. JeonHongJoon)||EMOK (이목)||R&B||143
짙어 (Feat. Kriz)||스트레이 (The Stray)||R&B||845
사랑 뺏기 (Feat. 골드)||폴 송 (Paul Song)||R&B||146
Nobody Knows||구추 (Goochu)||R&B||798
Work It Out||유리 (Yuri)||R&B||947
니 물건||LOOPTOP||R&B||578
LUB DUB (Feat. WINee)||2LSON(투엘슨)||R&B||693
I Don't Want YOU||ZIPE KROCK||R&B||691
달밤||영준 (브라운아이드소울)||R&B||337
Feel It (Feat. 기린)||제이디 (JD)||R&B||660
Don't Fool With My Mood||REUM||R&B||752
떠나지마||양다일||R&B||576
Try||Twin9 (트윈나인)||R&B||924
Fall In Love||Plum||R&B||563
3 (Three)||보니 (Boni)||R&B||756
주륵주륵||최나영||R&B||159
HOME (Vocal. 이유진)||르몽||R&B||862
휭하고 휑하게||박상욱 (Park Sangwook)||R&B||658
내가 바라던 (What I Want)||WeeN||R&B||615
The End||LILL||R&B||75
표정 (Feat. Kaymer)||심지 (SIMZEE)||R&B||696
Baby It's You||박은옥||R&B||534
DOIN' BISH||덴젤 &amp; 카라신||R&B||847
Special Today (Feat. MANDY)||오주 (OHZU)||R&B||773
안아줘 (Feat.봉구 of 길구봉구 &amp; 동경)||리듬킹 (RhythmKing)||R&B||157
I Don't Wanna Go||KATE (케이트)||R&B||174
Q&amp;A (Feat. 타린)||롱디 (LONG:D)||R&B||862
Chill해||나아람||R&B||935
Goodbye XXX (Feat. DALL)||에스진 (S.Jin)||R&B||660
float (Feat. 씨잼)||서사무엘 (Samuel Seo)||R&B||867
caroline||OVCOCO (오브 코코)||R&B||73
omitted||LOPE (로페)||R&B||13
A.B.D.||굿나잇치즈 (G'nght cheez)||R&B||660
100swag (Feat. OP)||반 알코 (Vann Alco)||R&B||3
모두 거짓말||탐라 &amp; 백소연||R&B||177
처음||TEAM MADE||R&B||585
핸드크림 (Feat. DEX)||HOONIA (후니아)||R&B||208
Love Like This||견우(M시그널)||R&B||165
그냥 가||여우들 &amp; 수하||R&B||897
Love Me Again||키나 (KINA)||R&B||940
주면 안돼요||밀크고질라||R&B||21
어떤 위로||후추스 (Hoochus)||R&B||282
Swish (Feat. TakeOne)||Cheska (체스카)||R&B||715
태양||크래커 (CRACKER)||R&B||491
Changed Me||Shoesroom||R&B||138
멍해 (Feat. 봉규 &amp; TAN)||심준희||R&B||933
옆에 (Feat. CHAMPAGNE)||프리티 브라운||R&B||648
Keep It Goin' On (Feat. $PACER)||LUVAN (러반)||R&B||377
트루컬러||Silla (실라)||R&B||751
가까이 와요 (Feat. 케이시)||산체스||R&B||299
Crazy Luv||테일러 (Taylor)||R&B||904
똑똑 Trick or Treat (Dark Ver.)||반스 (BANS)||R&B||873
Drive My Car||동하||R&B||138
TAKE AWAY||OJO||R&B||656
무료해 (Boredom)||이로운 (Ronely)||R&B||347
DRIVE (Feat. GRAY)||박재범||R&B||55
Autumn Breeze (Feat. Rachel Lim)||JIDA (지다)||R&B||679
HELLO (Feat. Kid Milli)||프리먼 (Premen)||R&B||753
별이었다||WAYN||R&B||53
Flowing In Love||Red Candle (레드캔들)||R&B||464
쿵 (Feat. Cracker jay &amp; 연우)||Lu.A (루아)||R&B||860
길을 걷다||Ryan||R&B||916
Someone Like You||제이디 (JD)||R&B||882
French Black (Feat. E.viewz)||PlayboyMusic (플레이보이뮤직)||R&B||438
걸어가요||리노 (Lino)||R&B||798
About You (Feat. KittiB)||로이도 (Roydo)||R&B||190
SWEET||웬썸데이 (WedneSomeDay)||R&B||913
Try||아임 (I'M)||R&B||123
연애하고 싶어||로맨틱시티 &amp; 애즈원||R&B||256
우리 둘 (Runnin')||헨리 &amp; 소유||R&B||412
BINTANG||Mana (마나)||R&B||807
어떻게 지내||CRUSH (크러쉬)||R&B||145
안아줘 (Chocolate) (With FEELGOOD)||BGM4||R&B||360
Slow||2 Overs||R&B||644
들어줘 (Feat. Kuzic Kello)||메이세븐 (MaySeven)||R&B||609
곁에 있어주길 (STAY WITH ME)||박재범||R&B||371
보고싶어 (Feat. 박혜림)||Yuli (율리)||R&B||200
잠도 안와 (Vocal 지원)||이노트 (ENOTE)||R&B||26
오늘밤도 길어요||가현||R&B||323
Linked||조한 (Joexxn)||R&B||176
여전해||배은경||R&B||310
My Melody||왕성환||R&B||722
If Only||Young C||R&B||598
My BaBy (Piano Ver.)||안준현||R&B||169
U||니은 (Nieun)||R&B||569
Eyes||오늘내일||R&B||307
가식BOY||XII||R&B||200
다시 만납시다||달탐사소년단||R&B||381
Silly Luv||소울파이어 (Soul Fire)||R&B||402
내 사랑||폴킴||R&B||642
특★해||Tek2||R&B||577
철이 안 들어서 (FOOLS) (Feat. 김휘성 &amp; FEELGOOD)||아우라 (AOORA)||R&B||496
Candy Girl||엘 제이 (L.Jay)||R&B||303
넌 지금 어디에 (Feat. 전미리)||보이스퍼 (VOISPER)||R&B||1000
회색빛 하늘||Chad||R&B||692
텅 빈 (So Faded)||BEVY MACO (베비 마코)||R&B||854
변덕쟁이||미키드 &amp; 민유||R&B||612
느낌을 맞춰||김해달별||R&B||980
Home (Feat. 윤미래)||에일리 (Ailee)||R&B||477
Justwo||BiChance (바이챈스)||R&B||551
DONE||한 (Han)||R&B||129
바이킹 (Feat. TIKKIT)||허하늘||R&B||514
Good Day||이찬영||R&B||727
Paradise||JERO &amp; 도끼 (Dok2)||R&B||211
얘기좀해||LOOPTOP||R&B||679
Amazing||Chawoo (차우)||R&B||128
Sea||리우 (RIWOO)||R&B||975
Why Don't You||융계||R&B||645
내가 더 잘 할게||트리탑스 (Tritops)||R&B||936
TIME||이민용||R&B||430
Magic||Ryan||R&B||905
너는어때||HOONIA (후니아)||R&B||923
Sweety U (Feat. MaseWonder)||플리지 (PLZY)||R&B||875
BAD||임헌일||R&B||711
Yes I Do (Narr. 은채)||주헌||R&B||177
Kiss Me &amp; Goodnight||으노 (EUNO)||R&B||94
함께 걷는 길||투빅||R&B||36
우리 사이 (With 안성준 &amp; G Way)||WIZ||R&B||453
말해봐||세린 &amp; 준한||R&B||87
that's Right||민진||R&B||160
거짓말해줘 (Feat. 다니엘)||여우들||R&B||362
제가 돌아왔어요||화요비||R&B||475
루미너스||루미너스||R&B||374
심장이 멈추다 (Feat. 신성진 &amp; 장창록)||어라우즈 (Arouse)||R&B||685
놀래? (Feat. kuan &amp; Molly D)||킹콩||R&B||763
Nocturne (야상곡)||정기고 (Junggigo)||R&B||433
Fallin' (Feat. 허클베리피)||88KEYS||R&B||613
Get Married||HUS (허밍어반스테레오) &amp; Risso (리소)||R&B||837
Baby||원케이스 (One.Case)||R&B||716
나쁜 짓||JNMN (제이앤엠앤)||R&B||405
You Know||다이아몬드 (Diamond)||R&B||46
그리워||솜하트 (Cotton Heart)||R&B||530
터벅터벅||Sinny (시니)||R&B||137
Hide And Seek (Feat. 박우혁)||이가인||R&B||316
Love Shoes (Feat. Stuart Zender)||바버렛츠 (The Barberettes)||R&B||441
궁금해||리멤버러스||R&B||787
온라인데이트||헌제식당||R&B||485
Urban Girl (Feat. Truedy)||김태현 (DICKPUNKS)||R&B||52
Bye||자밀킴||R&B||512
You're My Style||Meego||R&B||371
Liar||키아나 (Kiana)||R&B||581
Close To You (With 케이시)||투빅||R&B||179
반예인 (Feat. J.rise)||이경현||R&B||729
1분 1초 (1min 1sec)||OTHANKQ (오땡큐)||R&B||278
Peach (Feat. 나요)||On Air||R&B||862
두근두근||신티치||R&B||361
B side U||정진우||R&B||891
Thursday Morning||장리듬 &amp; 한유미||R&B||656
봄비||2 Overs||R&B||900
Without You||GRVND (그랜드)||R&B||705
bath||offonoff (오프온오프)||R&B||648
Be Mine||이예준||R&B||297
Holiday||보니 (Boni)||R&B||832
Hold Up (Feat. On air)||pig3some||R&B||463
그럼 뭐해||코스믹 걸 (Cosmic Girl)||R&B||286
Use to Lose (Feat. Microdot)||PrinCy (프린씨)||R&B||953
Car Kiss||리얼스멜 (realsmell)||R&B||986
어장관리||브로맨스 (VROMANCE)||R&B||751
Forever More (With 반광옥)||마크툽 (Maktub)||R&B||476
매일이 주말같아||ESBEE||R&B||292
나의 소리 ＋ 살다 보면||Kei (러블리즈)||R&B||383
Love Station (Feat. On Air)||오디오 스테이션||R&B||219
Party People (Feat. YerY)||Miles||R&B||348
Promise (I'll be)||2PM||R&B||518
LALALA||WILTON (윌튼)||R&B||1
TAYCO||자밀킴||R&B||859
안녕 (Feat. Microdot)||A. TRAIN||R&B||235
Sober||Paxy (팍시)||R&B||327
Summer Dream||김주나||R&B||638
Back Line (Feat. DEX &amp; HUGE)||덕환||R&B||502
스토커 (Feat. 권은진)||정동규||R&B||626
헤이츄 (Hate U)||주크박스 (JukeBox)||R&B||77
사랑하나요 (Feat. 이결)||나요 (NaYo)||R&B||978
Air (Feat. Morrie)||얼반 로맨틱 시티 (Urban Romantic City)||R&B||869
I Will Like When Do||Wel.C (웰씨)||R&B||426
예쁘게 (Feat. 수다쟁이)||NUZIGS (누직스)||R&B||829
아름다운데||백종윤 (Baek Jong Yoon)||R&B||990
어떤말로도||반하나||R&B||467
A Yo||베니니 (Benini)||R&B||379
ㅇㅇ (Feat. B.O.K)||유세윤||R&B||146
Way To Your Home (Guitar Ver.)||스티 (STi)||R&B||87
비켜줄게||Silla (실라)||R&B||985
All or Nothing (Feat. Curious)||나민영||R&B||634
Just||비볼드 (Be Bold)||R&B||375
분리불안||아프로디노 (Afrodino)||R&B||609
Saturn||앤디워킹홀리데이||R&B||336
Youyouyou (Feat. 이하늘 &amp; 일나티)||Mond (몬드)||R&B||739
만약에||백선녀||R&B||459
Only One For Me - Part.2||소울스타 (Soulstar)||R&B||19
어떡해야 너를||이바다 &amp; 디스토리 (D.Story)||R&B||949
Me like yuh (k) (Feat. Hoody)||박재범||R&B||48
날씨 좋은 날||RuBic||R&B||204
난난난 (Feat. NODA)||은초||R&B||897
Moon||백||R&B||420
Goofy Love (Feat. 엄소영)||옴니전스 (Omnigence)||R&B||401
Summer||데일로그 (Dailog)||R&B||305
숨은그림찾기 (Feat. 임혜원)||박혜원||R&B||234
Dreamer||한기란||R&B||180
Saturday (Feat. 김심야)||This Is Manner||R&B||171
Like It||Daily||R&B||404
멀어지네||Emily||R&B||757
#떨려||허각 &amp; 플랜에이 보이즈||R&B||408
네비게이션||권주희 &amp; 김지석||R&B||243
Warm Water (Feat. 딥플로우)||블룸 (Bloom)||R&B||858
Still Into You (Feat. 소은)||traila $ong||R&B||20
그리워||양다일 &amp; 효린||R&B||18
U &amp; I (Feat. TIKKIT)||와니지 (WANIZ)||R&B||264
YOU &amp; I (Feat. YerY)||하현곤 팩토리||R&B||958
ICU (408 Remix) (Feat. Hash Swan)||최초이||R&B||758
Feel Your Mind (Feat. 마티 &amp; 김수환)||소울플라이트||R&B||169
나른해요||파스칼 (PASCOL)||R&B||539
아무 의미 없다는 걸 (Without You)||제이스틴 (ZAYSTIN)||R&B||799
Don't Change||이안 (E.an)||R&B||602
쉐이킹 걸 (Shaking Girl)||이벨 (E.Bell)||R&B||454
나란거야||나란||R&B||304
Rainy Day||제이브리드 (J.brid)||R&B||96
Hold You (Feat. Sweet Rain)||듀 (Dew)||R&B||554
PALM TREE (Feat. B-Free)||챈슬러 (Chancellor)||R&B||560
ROSE||ELO||R&B||672
COME WITH ME||HOONIA (후니아)||R&B||820
TURN||룬(Lune)||R&B||777
Secret Time||스피카 (SPICA)||R&B||969
목요일 밤 (Feat. 빈지노)||어반 자카파 (Urban Zakapa)||R&B||496
Crazy Girl||서우||R&B||638
Thursday Night||톨게이트||R&B||157
Love Is Like Summer||Sophia (소피아)||R&B||10
I Know You||turpee (터피)||R&B||511
사랑한다 말해요 (Feat. 양상재 &amp; 이다예 &amp; 정용환)||김상훈||R&B||797
Tattoo (Feat. 박재범)||ELO||R&B||774
Calling You (Vocal By nov)||백신프로젝트 (Back-Shin Project)||R&B||356
One Night||이원준||R&B||617
다 그렇지 뭐 (Feat. 루이 of 긱스)||로망 (Roman)||R&B||274
다시||박지민||R&B||895
S W I R L (온스테이지 Ver.)||서사무엘 (Samuel Seo)||R&B||880
재미없어 (Feat. Evo)||소울원 (Soul One)||R&B||861
피곤해||세하 (Seha)||R&B||721
단거||오스카 (Oskar)||R&B||347
Bad Love (Feat. Smmrsl)||콴 (Kuan)||R&B||672
I Don't Know (With 정재연 &amp; Kissy)||LTE||R&B||733
Smile||태식||R&B||977
XYZ||니화 (NiiHWA)||R&B||177
니가 생각나 (Thinking About You)||스트링거 (Stringer)||R&B||839
You're A Star (Feat. 해쉬스완 &amp; UG)||리듬킹 (RhythmKing)||R&B||643
Summer Night (Remix) (Feat. Hoody)||GRAY (그레이)||R&B||700
KNOCK||마크툽 (Maktub)||R&B||290
밤새 (Feat. Dany. L)||주바 (ZUBA)||R&B||683
Moonlight (Feat. 최호준)||클래이하트 (Clayheart)||R&B||73
푸르딩딩||윌콕스 (WILCOX)||R&B||975
Bad Habit (Feat. 이창규 of QrioCity)||Whoo(후)||R&B||387
좋아U (Vocal 원은지 &amp; 이동욱)||방가레||R&B||779
여름아 가지마||애즈원 &amp; 강민희 &amp; Mellie (멜리)||R&B||717
My Happiness||A.bi (아비)||R&B||582
MORE MONEY||Torry K||R&B||865
Closer||EB||R&B||429
Guy||아티 (Arty)||R&B||92
너만 끝||시어 (Seer)||R&B||993
Swimming Pool||테일러 (Taylor)||R&B||527
Coffee||박봄슬||R&B||18
비행기 (Feat. 기리보이)||JERO||R&B||510
NIGHT GLOW (Feat. GYRO &amp; Mirror Boy &amp; D.Ham)||220VOLT||R&B||44
CITY BREEZE||박재범 &amp; 기린||R&B||870
보내주오||TAEK (택)||R&B||806
The Terminal||CAS.T (캐스티) &amp; J.Tack (제이택)||R&B||13
Dance||룬디 블루스 (Lundi Blues)||R&B||690
같아||MSUPPLY||R&B||446
THINK ABOUT YOU||준케이 (JUN. K)||R&B||779
GOSH (Feat. ECS)||루킹 (LOOK KING)||R&B||856
Body Sugar||JY||R&B||180
In And Out||이결||R&B||298
만약||강토||R&B||272
이별주의 (Feat. 딘딘)||레이디 제인 (Lady Jane)||R&B||382
Look Into My Eyes (Feat. 니화 &amp; Jeebanoff)||2LSON(투엘슨)||R&B||495
쌩얼.LIKE||눈 (Noon)||R&B||743
Lay It Down (Feat. Huckleberry P)||나아람||R&B||224
띠링 On The Phone||제이디 (JD) &amp; 조정모||R&B||707
Fever||레이힐 (Ray Hill)||R&B||936
Up Go Nol Jha (Feat. E-Ya)||성우||R&B||835
Let's l.o.l||LOCK'N'LOL CREW||R&B||76
He||YeGreenA||R&B||415
Thriller||Ryan||R&B||268
버티지마||조철희||R&B||718
관계정리||Clay||R&B||530
Purple Fever||원재웅 (Won Jaewoong)||R&B||632
What Is Your Color?||초영 (Choyoung)||R&B||936
Green Light (Feat. Ziro)||이규진||R&B||650
Don't Let Me Down||BEY.Z (베이지)||R&B||617
미앤유 (Me &amp; You) (Feat. 우탄)||설아 (Seol.A)||R&B||182
안녕,드라마||피피크루||R&B||498
가지마||준케이 (JUN. K) &amp; 백아연||R&B||943
꿈 (Feat. 뚜뚜)||듀 (Dew)||R&B||760
Wonder Man||HUS (허밍어반스테레오) &amp; Banjax (밴젝스)||R&B||252
Maybe (Feat. Hooezit)||M-Slow||R&B||526
Problem||태완 (Taewan)||R&B||212
S.S.S.S||PEBBLE||R&B||838
이별 뒤에서 (Feat. 안다경)||엑스프로젝트 (X-Project)||R&B||903
Imagination||rud0vico (루도비코)||R&B||964
미친노래||프릭 (Fric)||R&B||312
달짝지근해||디 (D.)||R&B||550
착각||DAHEE (다희)||R&B||36
Beautiful Night (Feat. Gior)||Boogilo||R&B||97
Way To Your Home||스티 (STi)||R&B||100
너만 있으면||2Up||R&B||759
Lovely Day (Feat. Soulman)||Miles||R&B||907
업앤다운 (Up&amp;Down)||91.5||R&B||51
Let It All Go||YESEO (예서)||R&B||667
까만 얘기||최예근||R&B||843
바라보다 심쿵 (Feat. 윤요)||지연 (티아라) &amp; 준형 (투빅)||R&B||110
오른쪽 왼쪽 (Feat. 조현아 of 어반자카파)||지브라운 (G.Brown)||R&B||12
지낼만해||SSb||R&B||31
Awesome||박봄슬||R&B||542
All Give You||황석규||R&B||12
오..여름||화요비||R&B||169
말해||장혜진||R&B||348
밤 (Feat. 지예 (Z.ye))||MuM||R&B||188
너였어||보니 (Boni)||R&B||980
Aye (Feat. 피노)||키아나 (Kiana)||R&B||692
그게 잘 안돼||NO EDGE (찬샘 &amp; 뭉클)||R&B||583
잠옷이 없어 (Feat. 렉스디)||그루지오 (GRUZIO)||R&B||718
Music Shower||Soul sweet||R&B||394
Sign (Feat. Loopy)||아이디 (Eyedi)||R&B||969
Hope (Song By. Meanz)||T&amp;M||R&B||262
둘이서 놀자||코다 브릿지 (CODA BRIDGE)||R&B||362
All I Wanna Do||소울네오 (Soulneo)||R&B||356
너가 지나간 나||능라이터||R&B||685
마지막 춤은 그대와 함께||리메인즈 (Remains)||R&B||320
Sexy Body||디알로 (Diallo)||R&B||445
못참겠어 (I Can't Stop Loving U)||이형은||R&B||205
편하게 들어 (Feat. 강태우)||Dept (뎁트)||R&B||281
결국엔||보다 (BODA)||R&B||323
쇼미더머니 (Show Me The Money) (Feat. 크레이지덕 &amp; 리쥐)||권애진||R&B||303
Open Your Mind||리코 (Rico)||R&B||452
Y.h 'Humanism'||서윤혁||R&B||782
깊어지는 밤||박미선||R&B||317
0 칼로리 (0 Calorie)||빅디디 (BigDD)||R&B||934
302||리얼스멜 (realsmell)||R&B||483
Holiday (Feat. 신지철)||로만티코 (Romantico)||R&B||985
Make It Love (Feat. Cyno$ure)||B_zo (비조)||R&B||352
어제를 살아||Milestone||R&B||618
뭐하니 (Feat. 김민지 &amp; 변상국 &amp; N.H)||꿀단지 (Honey Pot)||R&B||459
Pick You Up||Ryan||R&B||502
기분 좋은 밤||더 스윗 (The Suite)||R&B||282
썸 (Feat. 규헌)||오기쁨||R&B||420
시작의 여름 (Duet With 류수정 of 러블리즈)||영준 (브라운아이드소울)||R&B||149
Cuz I||문샤인 (Moonshine)||R&B||246
RAIN DROP||Dawn.a(던아)||R&B||798
다 귀찮아||jESS||R&B||176
그날의 우리||투빅||R&B||61
이불밖은 위험해||MC8||R&B||495
지갑을 열었어||40 (포티)||R&B||766
열어 (Inside Out) (Feat. JONO)||조인 (ZOIN)||R&B||304
MELTING (Feat. Amata)||빅히어로 (Bighero)||R&B||103
polaroid||jeebanoff||R&B||804
문득 (Feat. 헤이노 (Heino) &amp; 더블캐슬)||Coo||R&B||863
보란듯이 (Feat. 앤덥)||손승연||R&B||522
신데렐라||엉클소울 (UncleSoul)||R&B||198
Delicious Lips||Mishka Kingz||R&B||704
리본 (Ribbon)||비스트 (Beast)||R&B||173
오늘 말고||솔찬 (Soul Chan)||R&B||354
비가와||황대훈||R&B||736
Slow||G.WON||R&B||261
I Need You (Feat. 김현선 &amp; 일나티)||Lu.A (루아)||R&B||894
Don't Be So Sad||제이브리드 (J.brid)||R&B||137
니손 (Feat. 이하늘 &amp; 안은비)||진이랑께||R&B||449
캠퍼스 로망스 (Feat. 기리보이)||러비 (Lovey)||R&B||335
MNMNM||OVCOCO (오브 코코)||R&B||548
Like A Piano||네오 (Neo)||R&B||74
Still I Like You||브라운지||R&B||360
너와의 거리||김권희||R&B||568
싫어 (Feat. POY)||니은 (Nieun)||R&B||120
